title,text,rating,timestamp,item_title,category,label,images
Nice mask,"This mask is comfortable to wear for short periods of time, but you will start to feel neck strain if you use it longer. Also the straps you use to tighten the mask on your face should be on the other end because they get annoying hanging in you peripheral vision.",4,19/04/2022 15:23,"GVS Elipse SPR555 Mask Integra OV AG P100, S/M, Blue",Tools_and_Home_Improvement,OR,
"Lock is good, except battery drainage","I bought this lock and it was easy to install. The only issue I have is that it eats batteries like a kid eating candy. I have to change batteries every few days or have to use my key to unlock the door. Plus, it doesn’t allow you to set up the Wi-Fi feature, even though it has a section in the user guide telling you how to set up the lock to utilize the Wi-Fi feature. Kwikset doesn’t respond to any request for assistance to determine why the lock uses up batteries so quickly.",4,11/04/2022 05:18,"Kwikset 99420-002 Aura Bluetooth Programmable Keypad Door Lock Deadbolt Featuring SmartKey Security, Venetian Bronze",Tools_and_Home_Improvement,OR,
Pretty cheap,"We returned. Not good quality, cheaply made.",1,01/08/2022 19:28,Uigos Toilet Paper Holder Bathroom Tissue Holder Paper Roll SUS 304 Stainless Steel Wall Mount Matt Black,Tools_and_Home_Improvement,OR,
Perfect height,We have 12' ceilings in our garage. The garage ceiling is in need of some drywall repair and painting. This is the perfect height and moves very easily. Good value for the money.,5,11/04/2022 01:45,Tri-Arc KDRF107162 7-Step All-Terrain Roll and Fold Steel Industrial & Warehouse Ladder with Grip Strut Tread,Tools_and_Home_Improvement,OR,
Perfect fit,Awesome fit for sink easy to use and convenient.,5,10/06/2022 22:49,"Danco 10768A | Disposal Genie II Garbage Disposal Strainer and Stopper, Kitchen Sink Drain Splash Guard with Food Scraper, Black, 1-Pack",Tools_and_Home_Improvement,OR,
Repeat offender,"This is probably the 3rd time I order these. While there's brighter stuff out there (like HMCITY 120 LED), which I have; these lights have lasted a lifetime. The motion sensor feature is amazing,  as opposed to the ones I mentioned, that you literally have to be under them. I have about 4 of these where the sensor light and light cover is busted (after hurricane Maria, I live in PR) and they are still working in amazingly long distances!!! I had them nailed to palm trees, but moved to fence and secured them with zip ties. The motion sensor feature and durability are just something else!!! It's been raining this week, so submitting pictures wouldn't do them justice, but I will update. It would be amazing if they added additional lights, but for the price; it doesn't get any better. Some of my newer HMCITY, while bright haven't lasted longer than a year or 2. They are still great and have great reviews; but based on experience,  these are lifelong keepers. Some are totally busted and inflated (water, rust, exposure, time) and they still work and light up from about 20 feet distance. I live in a farm, now I just fasten them with ""bubble gum"", something a teacher talked to me about. It's chewy, very durable, easy to install and can be removed easily without tears or stains. If kept in a plastic bag, you can reuse over and over again. It's called removable mounting putty.",5,04/05/2022 03:22,"BAXIA TECHNOLOGY Solar Lights Outdoor Waterproof 100 LED Wireless Security Motion Sensor Outdoor Lights Solar Outdoor Lights for Front Door,Backyard,Steps,Garage,Garden (2000LM, 4PACK)",Tools_and_Home_Improvement,OR,
Quality,Easy to install and very good quality,5,21/10/2022 13:41,"Alise Glass Shelf Bracket Adjustable Shower Brackets,Heavy Duty Rectangle Clamp Holder for 8-12mm Glass Shelves,Wall Mount Clamps Clip Support Hardware Replacement Parts,Polished Chrome 2 Pcs",Tools_and_Home_Improvement,OR,
Decent but definitely not pro series quality,Thermostat functions fine but is inferior quality compared to the Honeywell Pro Series,3,02/08/2022 21:50,Honeywell Home RTH9585WF Wi-Fi Smart Color Thermostat with C-Wire Adapter,Tools_and_Home_Improvement,OR,
Awesome,I walk outdoors a lot and I have the fear of forgetting my keys so now I done have that concern. I can now open and close my garage from anywhere.,5,22/02/2023 19:40,"Chamberlain MYQ-G0402 Garage-Door-Sensors, White",Tools_and_Home_Improvement,OR,
Variety,I liked the variety of cords. So far they are holding up really well outdide,5,06/08/2022 13:39,"HORUSDY 20 Pack Mini Bungee Cords, 8 Inch Premium Small Bungee Cords with Hooks for Bikes, Camping, Carrying Tools",Tools_and_Home_Improvement,OR,
Not as bright as advertised,Not a bright as advertised,4,17/07/2022 20:05,"ROSHWEY Solar Spot Lights Outdoor, Colored Solar Outdoor Lights Waterproof Christmas Solar Powered Spotlight Landscape Lighting for Outside House Garden Yard Tree Pool Decorative, 4 Pack",Tools_and_Home_Improvement,OR,
Look below,Very useful,5,27/09/2022 14:31,"OURU 160pcs Pex Clamps Crimp Rings Assortment Kit,304 Stainless Steel 100pcs 1/2 Inch and 60pcs 3/4 Inch Single Ear Hose Clamps,Pex Cinch Pinch Clamps for Pex Pipe Tubing Fitting Connections",Tools_and_Home_Improvement,OR,
Junk,Not happy with this product at all!!,2,25/05/2022 14:13,"[2 Pack] Disco Ball Lights with Bluetooth Speaker, 16 Modes Sound Activated Party Lights, Disco Light for Bedroom, Parties Supplies for Home Room Dance Party Birthday DJ Bar Par Karaoke Xmas Wedding",Tools_and_Home_Improvement,OR,
Great value,"It's true with the other reviews say it is a bit challenging setting this thing up without going on to the 2.4 GHz spectrum. I do wish that you could change the color temperature to funky colors but overall it works great the Alexa integrations fantastic, you can change the brightness right from your app or voice control as well as the color temperature highly recommend great value.",4,26/07/2022 04:17,"Geeni LUX 800 Smart Wi-Fi LED Dimmable White Light Bulb (2700K) – A19, 60-Watt Equivalent – No Hub Required – Works with Amazon Alexa, Google Assistant",Tools_and_Home_Improvement,OR,
Sent to a military base,Son loves the Brita and the filters.  They work out a lot on a military base and he said it’s a luxury having great tasting water,5,03/12/2022 01:52,"Brita Standard Water Filter Replacements for Pitchers and Dispensers, Lasts 2 Months, Reduces Chlorine Taste and Odor, 4 Count",Tools_and_Home_Improvement,OR,
OK for the price,"they don't last as long as the Ryobi ones, but work and acceptable for the price",4,13/07/2022 22:32,SHGEEN 2Pack 6.5Ah PBP003 Replacement for Ryobi 18V Lithium Battery P108 PBP002 P102 P103 P104 P105 P107 P109 P190 P122 Cordless Tool Battery Packs,Tools_and_Home_Improvement,OR,
I love this. It works like a charm.,"I love this bidet. I can't speak to the longevity of it since I've only had it a week. It fits the Kohler toilet perfectly, isn't bulky in the bowl. Not to get too graphic, but at first I thought it  wasn't working, I sat a tad back farther and worked as expected. Now I need only about two sheets of paper, just to pay dry. Five-star s",5,10/06/2022 04:55,"LUXE Bidet NEO 185 - Self-Cleaning, Dual Nozzle, Non-Electric Bidet Attachment for Toilet Seat, Adjustable Water Pressure, Rear and Feminine Wash (Rose Gold)",Tools_and_Home_Improvement,OR,https://m.media-amazon.com/images/I/71Cr2bF+32L._SL1600_.jpg
These may be overkill for what I ordered them for,"I'm a little paranoid.  I recently started making my own soap and the first time I did I got a small granule of lye on my foot and got a teeny, tiny chemical burn.  But now I'm paranoid and every time I make another batch I feel like I just bathed in lye and it is all over me.  So I thought getting some good gloves might put my overactive mind at ease. These definitely do the trick as far as protection.  They o all the way up my arms and make me feel ready to take on nuclear waste. I appreciate the elastic on the top to help keep them in place.  Relatively soft and flexible.  I don't have any issues measuring and dumping lye out of the bottle when wearing them, but they do still interfere with my dexterity so I wouldn't want to try and do anything that requires precision and delicacy in them. But as far as providing the protection they are meant to do, two big (blue) thumbs up!",4,17/01/2023 21:06,"Youneedthat Chemical Resistant Gloves, Seamless Cotton Lined, Heavy Duty Waterproof Gloves, Long Rubber PVC, 24"" L,XL,XXL",Tools_and_Home_Improvement,OR,https://m.media-amazon.com/images/I/61iAQoeKXqL._SL1600_.jpg
Served the purpose it was designed for.,Nothing,4,05/12/2022 20:37,Bskjii E14 to E12 Adapter Light Bulb Socket E14 Male to E12 Female Bulb Converter LED Light Holder Lamp Adapter Socket Changer - Pack of 6,Tools_and_Home_Improvement,OR,
Instructions would have helped but good after I did,"I was about to return since there was no instructions on how to reset the lock with new combo. But once I figured it out it’s fine. There’s a little button in the bottom, you need to push and set new combo to set. It’s not super secure, I’m just using to lock up a case for airport checkin luggage.",4,04/08/2022 21:38,"4 Pieces 3 Digit Combination Lock Wire Stroller Waterproof Padlock Cable Locks Lightweight Locker Lock Flexible Gate Lock for School Luggage Helmet Gym Fence Door Sports Bike (Black, Silver)",Tools_and_Home_Improvement,OR,
works well,works as it says.,5,10/08/2022 14:50,"Swan Drain Basket Sink with 2 Pack Reusable Sponge, Kitchen Triangle Sink Filter, Corner Kitchen Sink Strainer Basket, Multi-function Water Storage Tank Drain Rack Fits All Sink (2PC - Orange)",Tools_and_Home_Improvement,OR,
Hard to Lock,This is a nice durable tape measure with a tape that is easy to read HOWEVER. it is very difficult to lock into position and release.  It is almost like they were manufactured wrong. It is very hard.  Both of them. There is something to be said about consistency…….,1,05/07/2022 01:11,"LEXIVON [4-Pack] 25Ft/7.5m AutoLock Tape Measure | 1-Inch Wide Blade with Nylon Coating, Matte Finish White & Yellow Dual Sided Rule Print | Ft/Inch/Fractions/Metric (LX-205X4)",Tools_and_Home_Improvement,OR,
Beautiful lighting,"Great size, beautiful subdued downlighting.  Looks like a butterfly.  They all come on at dusk.  Sitting out back, gives the perfect amount of light.  Many compliments!!",5,08/11/2022 01:32,"Aulanto Solar Fence Lights, 4 Pack Waterproof Solar Wall Lights with RGB & Warm White Mode, Backyard Decorative Garden Lights with Auto On/Off, Perfect for Fence, Backyard, Garden, Front Door, Patio.",Tools_and_Home_Improvement,OR,
It was a magical discovery.,"It fits perfectly with the Glacier bay faucet. We found this after so many hunts of metal and plastic nuts in Home Depot, Lowe's,local hardware stores and many other brands on Amazon. This faucet nut is the perfect one. Hope it lasts long. It's a life saver.The length is smaller than what we previously had, but that doesn't matter. It hold the faucet tight. It comes with two rubber washers. We had given up on the entire faucet because of not finding the right faucet nut. But this saved us from replacing a fully functional faucet, but not steady.",5,11/10/2022 01:31,"FIRMER Faucet Nut, 1 ¼ Inch Quick Tighten & Release Lock Nuts 1.25 inches, One Hole Faucet Shanks Fixing Accessory, Fastener for Attaching to Faucet Shanks from Underneath The Counter",Tools_and_Home_Improvement,OR,https://m.media-amazon.com/images/I/71XaXjzKHnL._SL1600_.jpg
Nice Set,Nice varied set of putty knifes. Good plastic handles.,5,17/11/2022 23:05,"5Pcs Putty Knife, Set, 1"" 2"" 3"" 4"" 5"" Scraper, Spackle Knife, Paint Scraper, Scraper Tool, No Rusting, Perfect For Repairing Drywall, Removing Wallpaper, Mud, Plaster Scraping Rerdeim",Tools_and_Home_Improvement,OR,https://m.media-amazon.com/images/I/71AeU7P5PKL._SL1600_.jpg
Turn the lights on when they need to be on.,"This is an easy installation to make your lights come on in the dark and go off in the light. Which makes it look more like someone is home when there isn't, and remembers to turn the light on and off when you may forget (I’m sorry, you may have an excellent memory for such things, who am I to judge you? I forget, and this really helps me!)",5,28/10/2022 22:55,"2 Pack Dusk to Dawn Sensor，Photocell Light Sensor for Outdoor Lighting, Photocell Sensor, DEOJOY Photo Cell Sensor, 120V-270V Input, UL, IP65 Photoelectric Switch, Photo Cells for Outdoor Light",Tools_and_Home_Improvement,OR,
Whole house water filter,"I have a whole house water filter that takes this size.  I recommend, if you can, put a filtration unit that uses a filter like this to treat your entire house water.  Cloths, showers, pool-if you have one, will all benefit from a micron water filter.  I have had mine for 12 years using a 2 to 3 micron filter cartridge.",5,08/10/2022 03:59,"1 Micron 2.5"" x 10"" Whole House CTO Carbon Water Filter Cartridge Replacement for Countertop Water Filter System, Dupont WFPFC8002, WFPFC9001, FXWTC, SCWH-5, WHEF-WHWC, WHCF-WHWC, AMZN-SCWH-5, 4Pack",Tools_and_Home_Improvement,OR,
They work,"Good value, work well as replacements.",5,10/07/2022 19:11,Energup 2Pack 3.5Ah Replacement Craftsman 19.2Volt Battery Lithium for Craftsman C3 XCP Craftsman 19.2V Battery 130279005 1323903 130211004 11045 315.115410 315.11485 for 19.2V Craftsman Battery,Tools_and_Home_Improvement,OR,
Fit perfectly,Fit perfectly,5,19/05/2022 21:42,"Garbage Disposal Splash Guards, 2-Pack 3 1/8"" Sink Baffle Food Waste Disposer Drain Splash Guard Collar Quiet Collar Cover EPDM Rubber Drain Plugs Insert Parts for Waste King, Whirlaway, GE Disposer",Tools_and_Home_Improvement,OR,
The best miter saw I've ever owned!,"Over the past two weeks I have sawed thru hard wood, soft wood, 3"" pvc pipe and a whole list of new construction materials with absolute precision and the understanding that this Dewalt 15 Amp miter saw is the best, ""chop saw"", I've ever used. This thing is a beast on a job site, a heavy and strong built tool from one of the greatest out here. Every type of cut you would need to achieve while framing, every safety feature a professional probably doesn't need but still values and all of the power in this saw for a price that can't be beaten. The build quality is excellent and every small detail, (the texturing on the back plate, sliding plates, highly visible numbers, cut outs on the side for carrying, table ready feet with holes to bolt down) make it clear that this is a tool made for people who value their work by people who understand what work is. Out in the field I work with some of the greatest, most hard working human beings alive and this is a tool worthy of that title and their time! Hands down, best saw I've ever owned.",5,17/12/2022 19:14,"DEWALT 12-Inch Miter Saw, 15-Amp, Single Bevel, Compound (DWS715),Black",Tools_and_Home_Improvement,OR,https://m.media-amazon.com/images/I/81CL38jiz3L._SL1600_.jpg
Great plate but doesn’t work with Lutron,This plate is just like Lutron or Eaton when it comes to installation. The difference is this a matte finish and the switches from the above mentioned companies are gloss. I’m still using it because it’s in a room that the lighting hides the difference.,5,01/01/2023 00:43,"LIDER Matte Finish Triple Decorator Switch Cover, Screwless Wall Plate, Mid-Size 3-Gang 4.88"" x 6.77"", Polycarbonate Thermoplastic, UL Listed, LSWP-33M-W, White",Tools_and_Home_Improvement,OR,https://m.media-amazon.com/images/I/61ppG3Ur7GL._SL1600_.jpg
GOVEE for the win again.,"I purchased these to replace the lighting in my lighted beer sign and now it looks even better then it did with the old fluorescent lights, and as an added bonus the sign has motion to it now.  I have purchased numerous Govee products, the quality, ease of use for the smart phone app and options are awesome.",5,20/12/2022 16:58,"Govee TV LED Backlight with APP Control, Music Sync, Scene Modes, 6.56FT with RGBIC Color Changing for 30-50 inch TVs, USB Powered",Tools_and_Home_Improvement,OR,
Works great,I like the huge rubber feet for stability,5,19/03/2023 23:59,"XinSunho Step Ladder 3 Step, Folding Step Stool with Wide Anti-Slip Pedal and Comfort Handgrip, Portable Sturdy Slim Ladders 3 Step for Kitchen and Home, 330 lbs, Black",Tools_and_Home_Improvement,OR,
Low water pressure can be fixed,Water pressure is awful. I pulled out the water savers on the faucet. Plastic pieces inside where you screw it in. It’s hard to get off. I drilled a hole trough it and pulled it out with needle nose pliers Now water comes out like it should.,4,23/08/2022 01:24,"Delta Faucet Arvo 14 Series Single-Handle Shower Faucet, Shower Trim Kit with 4-Spray In2ition 2-in-1 Dual Hand Held Shower Head with Hose, Matte Black 142840-BL-I (Valve Included)",Tools_and_Home_Improvement,OR,
Heavy weight and seems well made.,"It looks and feels like it will hold up better than cheap, thin tarps.  I like the tan color as an alternative to the ubiquitous blue or green tarps.",5,07/10/2022 19:11,GUARD SHIELD Super Heavy Duty Green/Silver Poly Tarp Cover 10x12 Feet Waterproof 16mil Thick UV and Tear Resistant Tarpaulin with Grommets and Reinforced Edges,Tools_and_Home_Improvement,OR,
works well,These were easy to set up and work well.  They look pretty but were a little smaller than I thought they would be.,5,29/10/2022 02:28,"Newhouse Lighting 17 ft. LED Party String Lights, Weather Resistant, Indoor/Outdoor, UL Listed",Tools_and_Home_Improvement,OR,
Great purchase,Happy with purchase.,5,15/03/2023 14:44,"Capri Lighting SH12P Lensed 6"" Shower Light Recessed Ceiling Waterproof Trim, White",Tools_and_Home_Improvement,OR,
"This light is really bright, when it is on, but haven't been able to get it to charge","It's easy to install, and it seemed like a great idea for my studio (which isn't at my house.) But so far, I haven't been able to get it to charge, beyond the charge it came with. the panel gets full sun. I'll keep messing with it. I may be doing something wrong.",3,23/10/2022 22:15,"AGPTEK Solar Shed Lights Indoor Outdoor, Work in Daylight Solar Pendant Lights with Remote, 120°Adjustable Motion Sensor Solar Lights 160 LED Solar Lamp for Shed, Barn, House, Gazebo, Garage, Shop",Tools_and_Home_Improvement,OR,
The product is exactly as presented.,"These are replacement candle stem covers for our 30+ years old chandelier.  I was cleaning, and the old covers were crumbling.  I got on Amazon right away, found these that measure exactly what the old ones did, and within a couple of days, the chandelier looks brand new.  Perfect replacement!",5,21/10/2022 13:09,"Creative Hobbies Set of 6, 3 Inch Tall White Plastic Candle Covers Sleeves Chandelier Socket Covers ~Candelabra Base",Tools_and_Home_Improvement,OR,
So fun!,I love all the different patterns that this little laser light makes. It’s fun to play with the kitty and it’s beautiful at night shining on trees and what not. I like it so much I bought one for myself and one each for my grandsons they love it too!,5,12/01/2023 18:52,"FOBSERD Long Range Green Beam High Power Flashligh with USB Charging,Adjustable Focus Green Flashlight for Night Astronomy Outdoor Camping Hunting and Hiking",Tools_and_Home_Improvement,OR,
Great battery!,Love all the Worx products and this battery doesn’t disappoint!,5,30/12/2022 18:48,WORX WA3525 20V PowerShare 2.0 Ah Replacement Battery,Tools_and_Home_Improvement,OR,
Amazing!,This product is just like advertised. The shower head it self is smaller but the water pressure is great! The lights are automatic to when you turn the water on and I would highly recommend this.,5,21/12/2022 07:29,Shower Head with Handheld Showerhead Filter High Pressure Shower Heads LED Filtered Shower Head Filtration for Dry Skin & Hair for 1/2 NPT hose,Tools_and_Home_Improvement,OR,
Votive candles,"Nice votive candles, just hoped they were a bit brighter but do look like small candles.",4,20/12/2022 01:33,"Homemory 12Pack Timer Flameless LED Votive Candles, Long Lasting Battery Operated Tea Light with Timers, 6 Hours On and 18 Hours Off Cycle Automatically for Wedding, Table Decorations (Warm White)",Tools_and_Home_Improvement,OR,
ezee peezee,"Easy to install, doesn't leak, adjustable spray velocity. Could be a problem with temp control for folks who live somepalce with frosty water, but temp is just dandy in Phoenix. Wife swears by it and wonders how she ever got along w/o it. I think it's a bit messy, but it does a pretty decent job for an economy bum washer.",5,27/09/2022 14:55,"Purrfectzone Bidet Sprayer for Toilet, Handheld Sprayer Kit , Cloth Diaper Sprayer Set - Easy to Install - Stainless Steel",Tools_and_Home_Improvement,OR,
Beautiful hardware!!,Wanted to make a statement with my kitchen drawers! I have purchased hardware from Amazon several times and the price and quality is excellent. This accomplished my idea. I cannot touch these any where near the great price I paid thru Amazon. I love being able to have an idea and just type it on the Amazon search line and immediately have an extensive choice of ideas. Thanks again Amazon!,5,02/11/2022 15:01,"Cosmas 10 Pack 9236SN Satin Nickel Cabinet Hardware Bin Cup Drawer Handle Pull - 3-3/4"" Inch (96mm) Hole Centers",Tools_and_Home_Improvement,OR,https://m.media-amazon.com/images/I/61kyxpaqH7L._SL1600_.jpg
Buy automatic Best light ever,So bright it reaches the sky high unbelievable bright good buy on this one def buy it again absolutely,5,17/08/2022 18:59,"Rechargeable LED Flashlight,10000 Lumen Super Bright Tactical Flashlights,Zoomable,3 Modes,Emergencies Waterproof Flashlight with Lanyard,Suitable for Daily Household and Outdoor (A)",Tools_and_Home_Improvement,OR,
Great upgrade,Perfect farmhouse addition to our entry. It matches the dinning room light in the rectangle design.,5,02/01/2023 02:54,"HMVPL Farmhouse Pendant Lighting Fixtures, Farmhouse Chandelier Over Dining Table, Rustic Chandelier, Island Light for Kitchen Dining Room",Tools_and_Home_Improvement,OR,https://m.media-amazon.com/images/I/61XkOHA7PXL._SL1600_.jpg
Nice quality,"I received this product free through the vine voice program. Pros: Good quality Durable Waterfall is neat feature Modern style Cons: Needs a special tool to hook up the hoses inside the faucet itself, and the tool is not supplied. The one wrench that is supplied doesn’t fit in the hole to add the hoses and is for something else(see pics) Conclusion: A good high quality faucet if you have the right tools to install it.",4,12/01/2023 23:13,"Waterfall Bathroom Faucets for Sink 3 Hole / 1 Hole, Matte Black Bathroom Faucet Ceramic Valve Leak-Proof Black Sink Faucet Bathroom Faucet for Bathroom Sink with Pop up Drain & Base Plate",Tools_and_Home_Improvement,OR,https://m.media-amazon.com/images/I/61I-6L+sQ5L._SL1600_.jpg
Excelente calidad,Me encanto el brillo y se pega fácilmente y fácil de instalar y varios colores fácil de cambiar con el control remoto,5,16/01/2023 07:07,"GUPUP LED Strip Lights 65.6 ft, LED Lights for Bedroom RGB Color Changing LED Lights with Remote 5050 12V LED Light Strips DIY Colors for Room, Home Decoration………",Tools_and_Home_Improvement,OR,
Perfect bulbs for the bathroom,These are very bright bulbs with a soft light for the bathroom.  I am starting to replace all my bulbs in the house with LED bulbs since they are supposed to last a very long time.  I will probably not need to use all six bulbs in my light bar in the bathroom because they are so bright.,5,08/11/2022 23:12,"Dekang 8 Pack E26 Base Bathroom Light Bulbs 3000K Soft White, G25 LED Globe Light Bulbs 60Watt Incandescent Equivalent, Round Light Bulbs for Vanity Mirror, 5W, 500LM, Non-Dimmable",Tools_and_Home_Improvement,OR,
I like them!,What I wanted. Bright light that lasts longer than most solar small flashlights. And the hand cranks a bonus!,5,26/11/2022 15:48,"Simpeak 2-Pack Hand Crank Solar Powered Flashlight, Emergency Rechargeable LED Flashlight, Survival Flashlight, Quick Snap Carbiner Dynamo Flashlight Torch for Outdoor Sports, Green",Tools_and_Home_Improvement,OR,
The tire rests on two thin metal blades,"This is a low-quality stand. I do not like how the tires rest in the holding area because the thin metal puts all the weight pressure of the bike into two small areas of the tires. The tires are indented where it touches the thin metal. They should disperse the pressure over a wider area. The better-selling Bike Nook product is an example of a stand with better weight dispersal. All the marketing photos have the front wheel sticking straight up. In reality, the front wheel will completely rotate to one side unless you use the velcro strap, which is awkward to attach. The assembly instructions are bad for such an easy assembly. It saves some space and it holds my mountain bike. The current price is $50, which seems overpriced for what it is. I will continue looking for something better.",2,15/06/2022 00:42,"Bicycle Stands for Bikes, Vertical Bike Stand Space-Saving Rack with Adjustable for Garage & Apartment, Bike Stands for Indoor Storage",Tools_and_Home_Improvement,OR,
Very bright headlamp,Got this as a backup headlamp for the car emergency bag since it can be charged. Very bright,5,09/05/2022 04:13,Headlamp Rechargeable 8LED USB Rechargeable Head lamp Super Bright Outdoor Rechargeable Head Flashlight IPX4 Waterproof for Outdoor Camping Cycling Running Fishing Head Lamps for Adults (8 LED),Tools_and_Home_Improvement,OR,
Disappointed!,"Cheap, flimsy, and way too wide and long. I wanted this for my bedroom door. The door is solid wood so hopefully I will be able to tact or nail this to stay on. It should be about 4"" shorter and at least a 1/2"" less in width. Should be able to just slide this right on for a snug fit no such luck. Oh, well, live and learn.",3,12/01/2023 09:23,M-D Building Products 43336 36-Inch White Vinyl U-Shape Cinch Slide-On Under Door Seal,Tools_and_Home_Improvement,OR,
Ok,"Box is as described, only issue is I have to wiggle the key in the lock quite a bit to get the key out-so much that I worry the key will eventually break off in it",3,26/06/2022 17:51,"Honeywell Safes & Door Locks 30 Minute Fire Safe Box Chest with Carry Handle, Small, 1101, 4.0L, Black",Tools_and_Home_Improvement,OR,
"Cute, but kind of annoying to put up","The most important thing to report about these cute little lights is that they don't come with any way to affix them to anything. These are meant to be strung on a plant/bush/pole or attached to things using clips or something similar. Several of the flowers had fallen off their bulbs and had to be glued back on as well. They are pretty, and the light they give off is more of a soft pastel vs a bright, neon-y glow.",3,09/11/2022 05:31,Solar String Lights Flower Garden Lights Outdoor Waterproof Fairy Lights Solar Powered Decorative Cherry Blossom for Camping Outside Balcony Yard Porch Patio Christmas Tree 33ft 50 Led Pack 2,Tools_and_Home_Improvement,OR,
Works with our craftsman products,"I was a little nervous that these wouldn't be good replacements for our Craftsman battery, but they charged and work perfectly fine. They are a little larger than the name brand, but they fit on the charger just the same.",4,15/11/2022 01:14,CMCB205 6000mAh 20V Lithium Replacement Battery for Craftsman V20 20V Max Battery CMCB204 CMCB204-2 CMCB202 CMCB202-2 CMCB201 CMCB206 CMCS500B CMCD700C (Only for V20 Series Tools) (2 Packs 6.0Ah),Tools_and_Home_Improvement,OR,
Nice,This worked out great and helped save energy with the ability to set certain times to come on and turn off.,5,10/01/2023 07:20,"GE Lighting CYNC Outdoor Smart Plug, Bluetooth and Wi-Fi Outlet Socket, Weather Resistant Plug, Voice Control Outlet, Works with Alexa and Google Home,Black",Tools_and_Home_Improvement,OR,
Perfect for the space.,"We bought two similar lamps a year or so ago. The turn type switch/brightness switches were very flimsy and came off easily. We ended up connecting them to wall switch control. I bought this to to avoid operating the switches. We bought this one as it advertised a 3-position switch rather than a turn switch. The switch is actually a lighted button that can be pushed and then held to lower the brightness. Genius! As the need arises, we will be getting more of these.",5,28/12/2022 19:35,"Brightech SkyLite LED Floor lamp, Torchiere Super Bright Floor Lamp for Living Rooms & Offices - 3 Way Dimmable Tall Lamp, High Lumen Standing Pole Lamp for Bedroom Reading - White",Tools_and_Home_Improvement,OR,
Perfect solution for all my cords,"I’ve been wanting to get replace my surge protector strip with something more compact by my bedside. It was very easy to pop it into my outlet. It has a screw included that you screw in to make sure the wall charger doesn’t come off when you go to pull plugs off.  The included nightlight feature is unexpectedly my favorite feature of this charger!  I like that I can tap it to different levels of brightness whenever I get up in the middle of the night. The charger does what it’s supposed to, all the outlets work, and the option to be able to sit my phone on top so it’s out of the way is nice for when I want to have quiet time. I really like this, it’s worth the price in my opinion.  I’m planning on getting a few more for my other bedrooms.",5,18/11/2022 00:14,"USB Wall Charger, Multi Plug Outlets Extender with Night Light, Wall Plug Expander Multi Plug Outlet Splitter with 3 USB Charging Ports, Wall Mount Adapter with Top Phone Holder for Home School Office",Tools_and_Home_Improvement,OR,https://m.media-amazon.com/images/I/6183WnxFbOL._SL1600_.jpg
Poor lighting,These lights didn't stay bright at all they damaged my house. I wouldn't recommend  them to anyone,1,23/11/2022 13:27,"WKONCLDY 3200lm LED Flush Mount Super Slim 12 inch 5000K LED Ceiling Light for Bedroom, Living Room, Dining Room (Black, Four Pack)",Tools_and_Home_Improvement,OR,
Starts glitching within days.,"I ordered 2 of these for Christmas. One started glitching out after a couple days so I ordered a replacement which I received. That one lasted about a week before it glitched out. So I returned all 3 of them & only received a refund on 1, should've received a refund on 2 of them.",2,08/03/2023 02:09,"Christmas Projector Lights Outdoor 2022 Upgrade, Rotating Projector Landscape Lights with 16 Slides Patterns, Waterproof Indoor Outdoor Lights for Xmas Halloween Holiday Party Garden Decorations",Tools_and_Home_Improvement,OR,
Perfect for my neeeds,"This lamp is exactly what I was looking for. The lamp is dimmable, has an adjustable head so you can easily adjust the light direction, and it is a perfect size. It does not look bulky or awkward sitting in a room. It is certainly well worth the reasonable purchase price.",5,23/09/2022 21:16,"Wio-Mio Floor Lamp, 15w/1000lm Bright LED Floor Lamp with 4 Color Temperature and Stepless Dimmer, Remote and Touch Control Reading Lamp, Adjustable Gooseneck LED Floor Lamp for Living Room",Tools_and_Home_Improvement,OR,
Perfect fit for camper water heater plug.,Perfect fit for camper water heater plug.,5,13/06/2022 19:25,"CRAFTSMAN Deep Socket, SAE, 1/2-Inch Drive, 1-1/8-Inch, 12-Point (CMMT47533)",Tools_and_Home_Improvement,OR,
Cannot get a smooth surface,"Most everything was ok, mixing... but I wanted a smooth top surface.  I even applied in layers so that the top surface would be easy but.... no matter how much mixing and getting it creamy, the top surface is so adhesive to itself, that it won't tool to smooth.  It tears apart.  I even tried spraying the trowel and surface with WD-40 but it didn't help.  So, I had to overtop it, and sand it down somewhat smooth.  I got it down but it was much more work to have to do the sanding.",3,05/08/2022 18:05,"PC-Products PC-Woody Wood Repair Epoxy Paste, Two-Part 12 oz, and PC-Petrifier Wood Hardener 16 oz, Kit",Tools_and_Home_Improvement,OR,
Looks nice,This seems a nice soap dispenser - I like the design and the overall look and feel This seems pretty easy to fill as well because it comes with a nice little funnel! That makes it really easy I think to fill up Overall I like this and I think it’s nice,5,12/10/2022 18:42,"Haitis Soap Dispenser,13.5oz Brushed Nickel Stainless Steel Case Liner Hand Pump Dispenser,Refillable Liquid Hand Soap Dispenser for Bathroom & Kitchen",Tools_and_Home_Improvement,OR,https://m.media-amazon.com/images/I/61z6dQxS5WL._SL1600_.jpg
